Name;Hm0 deep;Tp deep;Tm deep;Tm-1,0 deep;h deep;m;b;h;Hm0 toe;Tp toe;Tm toe;Tm-1,0 toe;ht;Bt;gf;cotad;cotau;cotaexcl;cotaincl;Rc;B;hb;tanaB;Bh;Ac;Gc;RF;CF;q
;m;s;s;s;m;;°;m;m;s;s;s;m;m;;;;;;m;m;m;;m;m;m;;;m3/s/m
040-042;;;;;1.533;39;0;0.2;0.172;2.324;1.936;2.113;0.2;0;0.5;1.5;1.5;1.5;1.5;0.204;0;0;0;0;0.217;0.073;3;2;2.77E-04
040-045;;;;;1.533;29;0;0.2;0.177;1.807;1.506;1.643;0.2;0;0.5;1.5;1.5;1.5;1.5;0.287;0;0;0;0;0.35;0.073;3;2;1.03E-06
040-046;;;;;1.533;39;0;0.2;0.172;2.324;1.936;2.113;0.2;0;0.5;1.5;1.5;1.5;1.5;0.287;0;0;0;0;0.35;0.073;3;2;1.31E-05
040-047;0.141;1.807;1.506;1.643;1.6;29;0;0.267;0.141;1.807;1.506;1.643;0.267;0;0.5;1.5;1.5;1.5;1.5;0.22;0;0;0;0;0.283;0.073;3;2;2.24E-06
040-048;;;;;1.6;15;0;0.267;0.172;1.291;1.076;1.174;0.267;0;0.5;1.5;1.5;1.5;1.5;0.22;0;0;0;0;0.283;0.073;3;2;4.65E-06
040-049;;;;;1.6;29;0;0.267;0.183;1.807;1.506;1.643;0.267;0;0.5;1.5;1.5;1.5;1.5;0.22;0;0;0;0;0.283;0.073;3;2;8.61E-06
040-050;0.131;2.324;1.936;2.113;1.6;39;0;0.267;0.131;2.324;1.936;2.113;0.267;0;0.5;1.5;1.5;1.5;1.5;0.22;0;0;0;0;0.283;0.073;3;2;2.41E-06
040-051;;;;;1.6;29;0;0.267;0.183;1.807;1.506;1.643;0.267;0;0.5;1.5;1.5;1.5;1.5;0.22;0;0;0;0;0.283;0.073;3;2;7.59E-05
040-052;;;;;1.6;39;0;0.267;0.193;2.324;1.936;2.113;0.267;0;0.5;1.5;1.5;1.5;1.5;0.22;0;0;0;0;0.283;0.073;3;2;1.62E-04
040-053;0.146;1.807;1.506;1.643;1.65;29;0;0.317;0.146;1.807;1.506;1.643;0.317;0;0.5;1.5;1.5;1.5;1.5;0.17;0;0;0;0;0.233;0.073;3;2;1.03E-05
040-054;;;;;1.65;15;0;0.317;0.179;1.291;1.076;1.174;0.317;0;0.5;1.5;1.5;1.5;1.5;0.17;0;0;0;0;0.233;0.073;3;2;4.03E-05
040-055;0.135;2.324;1.936;2.113;1.65;39;0;0.317;0.135;2.324;1.936;2.113;0.317;0;0.5;1.5;1.5;1.5;1.5;0.17;0;0;0;0;0.233;0.073;3;2;2.07E-06
040-056;;;;;1.65;29;0;0.317;0.186;1.807;1.506;1.643;0.317;0;0.5;1.5;1.5;1.5;1.5;0.17;0;0;0;0;0.233;0.073;3;2;7.08E-05
040-057;;;;;1.65;29;0;0.317;0.208;1.807;1.506;1.643;0.317;0;0.5;1.5;1.5;1.5;1.5;0.17;0;0;0;0;0.233;0.073;3;2;3.41E-04
040-058;;;;;1.65;39;0;0.317;0.211;2.324;1.936;2.113;0.317;0;0.5;1.5;1.5;1.5;1.5;0.17;0;0;0;0;0.233;0.073;3;2;6.81E-04
040-059;0.141;1.807;1.506;1.643;1.6;29;0;0.267;0.141;1.807;1.506;1.643;0.267;0;0.5;1.5;1.5;1.5;1.5;0.22;0;0;0;0;0.283;0.073;3;2;1.72E-06
040-060;;;;;1.6;15;0;0.267;0.172;1.291;1.076;1.174;0.267;0;0.5;1.5;1.5;1.5;1.5;0.22;0;0;0;0;0.283;0.073;3;2;9.47E-06
040-061;;;;;1.6;29;0;0.267;0.183;1.807;1.506;1.643;0.267;0;0.5;1.5;1.5;1.5;1.5;0.22;0;0;0;0;0.283;0.073;3;2;1.60E-05
040-062;0.131;2.324;1.936;2.113;1.6;39;0;0.267;0.131;2.324;1.936;2.113;0.267;0;0.5;1.5;1.5;1.5;1.5;0.22;0;0;0;0;0.283;0.073;3;2;3.27E-06
040-063;;;;;1.6;29;0;0.267;0.193;1.807;1.506;1.643;0.267;0;0.5;1.5;1.5;1.5;1.5;0.22;0;0;0;0;0.283;0.073;3;2;2.27E-05
040-064;;;;;1.6;39;0;0.267;0.197;2.324;1.936;2.113;0.267;0;0.5;1.5;1.5;1.5;1.5;0.22;0;0;0;0;0.283;0.073;3;2;2.19E-04
042-001;0.075;1.766;1.601;1.606;0.7;50;0;0.3;0.078;1.936;1.613;1.802;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;3.35E-05
042-002;0.094;2.057;1.869;1.87;0.7;50;0;0.3;0.103;2.261;1.884;2.068;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;2.68E-04
042-003;0.118;2.281;2.033;2.073;0.7;50;0;0.3;0.131;2.441;2.034;2.241;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;9.06E-04
042-004;0.137;2.571;2.2;2.338;0.7;50;0;0.3;0.155;2.657;2.214;2.399;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;1.84E-03
042-005;0.2;2.907;2.281;2.643;0.7;50;0;0.3;0.172;2.764;2.303;2.694;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;3.53E-03
042-006;0.111;1.565;1.418;1.423;0.7;50;0;0.3;0.109;1.712;1.427;1.615;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;3.80E-04
042-007;0.124;1.61;1.485;1.464;0.7;50;0;0.3;0.123;1.786;1.488;1.679;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;8.05E-04
042-008;0.152;1.766;1.639;1.606;0.7;50;0;0.3;0.147;1.974;1.645;1.867;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;1.98E-03
042-009;0.177;1.923;1.809;1.748;0.7;50;0;0.3;0.171;2.276;1.896;2.12;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;3.10E-03
042-010;0.191;2.057;1.869;1.87;0.7;50;0;0.3;0.171;2.253;1.878;2.12;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;3.81E-03
042-011;0.219;2.191;1.968;1.992;0.7;50;0;0.3;0.179;2.379;1.983;2.292;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;4.13E-03
042-012;0.102;1.185;1.114;1.077;0.7;50;0;0.3;0.09;1.345;1.121;1.275;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;8.94E-05
042-013;0.139;1.565;1.467;1.423;0.7;50;0;0.3;0.129;1.775;1.479;1.686;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;8.27E-04
042-014;0.201;1.677;1.639;1.525;0.7;50;0;0.3;0.162;1.972;1.643;1.85;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;1.81E-03
042-015;0.146;2.571;2.124;2.338;0.6;50;0;0.2;0.127;2.554;2.128;2.817;0.2;0;1;2;2;2;2;0.3;0;0;0;0;0.3;0;1;1;3.69E-04
042-016;0.209;2.907;2.138;2.643;0.6;50;0;0.2;0.127;2.586;2.155;3.199;0.2;0;1;2;2;2;2;0.3;0;0;0;0;0.3;0;1;1;6.93E-04
042-017;0.133;1.61;1.498;1.464;0.6;50;0;0.2;0.115;1.806;1.505;1.821;0.2;0;1;2;2;2;2;0.3;0;0;0;0;0.3;0;1;1;4.47E-05
042-018;0.157;1.766;1.646;1.606;0.6;50;0;0.2;0.127;1.989;1.658;2.127;0.2;0;1;2;2;2;2;0.3;0;0;0;0;0.3;0;1;1;1.79E-04
042-019;0.202;2.057;1.838;1.87;0.6;50;0;0.2;0.129;2.214;1.845;2.505;0.2;0;1;2;2;2;2;0.3;0;0;0;0;0.3;0;1;1;3.80E-04
042-020;0.135;2.571;2.158;2.338;0.7;20;0;0.3;0.147;2.596;2.163;2.459;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;1.87E-03
042-021;0.188;2.907;2.493;2.643;0.7;20;0;0.3;0.138;3.011;2.509;2.459;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;4.04E-03
042-022;0.077;1.252;1.116;1.138;0.7;20;0;0.3;0.073;1.35;1.125;1.237;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;3.35E-05
042-023;0.15;1.766;1.635;1.606;0.7;20;0;0.3;0.15;1.959;1.632;1.793;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;1.49E-03
042-024;0.187;2.057;1.905;1.87;0.7;20;0;0.3;0.178;2.296;1.913;2.11;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;4.24E-03
042-025;0.137;1.565;1.438;1.423;0.7;20;0;0.3;0.137;1.731;1.443;1.605;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;9.73E-04
042-026;0.198;1.677;1.614;1.525;0.7;20;0;0.3;0.173;1.941;1.618;1.791;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;2.99E-03
042-027;0.178;2.907;2.238;2.643;0.6;20;0;0.2;0.153;2.697;2.247;3.16;0.2;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;1.76E-03
042-028;0.122;1.61;1.491;1.464;0.6;20;0;0.2;0.117;1.797;1.497;1.677;0.2;0;1;2;2;2;2;0.3;0;0;0;0;0.3;0;1;1;1.12E-04
042-029;0.193;2.057;1.838;1.87;0.6;20;0;0.2;0.148;2.221;1.851;2.505;0.2;0;1;2;2;2;2;0.3;0;0;0;0;0.3;0;1;1;1.10E-03
042-030;0.09;2.057;1.881;1.87;0.7;10;0;0.3;0.109;2.27;1.892;1.974;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;4.36E-04
042-031;0.126;2.571;2.303;2.338;0.7;10;0;0.3;0.148;2.775;2.312;2.492;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;1.64E-03
042-032;0.191;2.907;2.547;2.643;0.7;10;0;0.3;0.207;3.07;2.558;2.903;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;4.20E-03
042-033;0.075;1.252;1.091;1.138;0.7;10;0;0.3;0.071;1.312;1.093;1.21;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;3.35E-05
042-034;0.14;1.766;1.63;1.606;0.7;10;0;0.3;0.161;1.963;1.636;1.669;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;2.16E-03
042-035;0.2;2.057;1.887;1.87;0.7;10;0;0.3;0.198;2.281;1.901;1.981;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;4.83E-03
042-036;0.128;1.565;1.462;1.423;0.7;10;0;0.3;0.14;1.766;1.472;1.507;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;1.30E-03
042-037;0.188;1.677;1.594;1.525;0.7;10;0;0.3;0.191;1.921;1.601;1.66;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;4.11E-03
042-038;0.206;2.907;2.451;2.643;0.6;10;0;0.2;0.192;2.946;2.455;3.2;0.2;0;1;2;2;2;2;0.3;0;0;0;0;0.3;0;1;1;2.54E-03
042-039;0.123;1.61;1.487;1.464;0.6;10;0;0.2;0.12;1.795;1.495;1.562;0.2;0;1;2;2;2;2;0.3;0;0;0;0;0.3;0;1;1;2.12E-04
042-040;0.2;2.057;1.889;1.87;0.6;10;0;0.2;0.177;2.294;1.912;2.417;0.2;0;1;2;2;2;2;0.3;0;0;0;0;0.3;0;1;1;1.10E-03
042-042;0.094;2.057;1.869;1.87;0.7;50;0;0.3;0.103;2.261;1.884;2.068;0.3;0;1;4;4;4;4;0.2;0;0;0;0;0.2;0;1;1;2.12E-04
042-044;0.137;2.571;2.2;2.338;0.7;50;0;0.3;0.155;2.657;2.214;2.399;0.3;0;1;4;4;4;4;0.2;0;0;0;0;0.2;0;1;1;1.98E-03
042-045;0.2;2.907;2.281;2.643;0.7;50;0;0.3;0.172;2.764;2.303;2.694;0.3;0;1;4;4;4;4;0.2;0;0;0;0;0.2;0;1;1;4.06E-03
042-046;0.111;1.565;1.418;1.423;0.7;50;0;0.3;0.109;1.712;1.427;1.615;0.3;0;1;4;4;4;4;0.2;0;0;0;0;0.2;0;1;1;6.71E-05
042-047;0.124;1.61;1.485;1.464;0.7;50;0;0.3;0.123;1.786;1.488;1.679;0.3;0;1;4;4;4;4;0.2;0;0;0;0;0.2;0;1;1;2.24E-04
042-048;0.152;1.766;1.639;1.606;0.7;50;0;0.3;0.147;1.974;1.645;1.867;0.3;0;1;4;4;4;4;0.2;0;0;0;0;0.2;0;1;1;6.04E-04
042-049;0.177;1.923;1.809;1.748;0.7;50;0;0.3;0.171;2.276;1.896;2.12;0.3;0;1;4;4;4;4;0.2;0;0;0;0;0.2;0;1;1;1.29E-03
042-050;0.191;2.057;1.869;1.87;0.7;50;0;0.3;0.171;2.253;1.878;2.12;0.3;0;1;4;4;4;4;0.2;0;0;0;0;0.2;0;1;1;2.02E-03
042-051;0.219;2.191;1.968;1.992;0.7;50;0;0.3;0.179;2.379;1.983;2.292;0.3;0;1;4;4;4;4;0.2;0;0;0;0;0.2;0;1;1;3.05E-03
042-053;0.139;1.565;1.467;1.423;0.7;50;0;0.3;0.129;1.775;1.479;1.686;0.3;0;1;4;4;4;4;0.2;0;0;0;0;0.2;0;1;1;5.93E-04
042-054;0.201;1.677;1.639;1.525;0.7;50;0;0.3;0.162;1.972;1.643;1.85;0.3;0;1;4;4;4;4;0.2;0;0;0;0;0.2;0;1;1;8.61E-04
042-055;0.146;2.571;2.124;2.338;0.6;50;0;0.2;0.127;2.554;2.128;2.817;0.2;0;1;4;4;4;4;0.3;0;0;0;0;0.3;0;1;1;1.45E-04
042-056;0.209;2.907;2.138;2.643;0.6;50;0;0.2;0.127;2.586;2.155;3.199;0.2;0;1;4;4;4;4;0.3;0;0;0;0;0.3;0;1;1;2.35E-04
042-057;0.133;1.61;1.498;1.464;0.6;50;0;0.2;0.115;1.806;1.505;1.821;0.2;0;1;4;4;4;4;0.3;0;0;0;0;0.3;0;1;1;1.12E-05
042-058;0.157;1.766;1.646;1.606;0.6;50;0;0.2;0.127;1.989;1.658;2.127;0.2;0;1;4;4;4;4;0.3;0;0;0;0;0.3;0;1;1;2.24E-05
042-059;0.202;2.057;1.838;1.87;0.6;50;0;0.2;0.129;2.214;1.845;2.505;0.2;0;1;4;4;4;4;0.3;0;0;0;0;0.3;0;1;1;5.59E-05
042-060;0.135;2.571;2.158;2.338;0.7;20;0;0.3;0.147;2.596;2.163;2.459;0.3;0;1;4;4;4;4;0.2;0;0;0;0;0.2;0;1;1;2.10E-03
042-061;0.188;2.907;2.493;2.643;0.7;20;0;0.3;0.138;3.011;2.509;2.459;0.3;0;1;4;4;4;4;0.2;0;0;0;0;0.2;0;1;1;4.84E-03
042-063;0.15;1.766;1.635;1.606;0.7;20;0;0.3;0.15;1.959;1.632;1.793;0.3;0;1;4;4;4;4;0.2;0;0;0;0;0.2;0;1;1;5.25E-04
042-064;0.187;2.057;1.905;1.87;0.7;20;0;0.3;0.178;2.296;1.913;2.11;0.3;0;1;4;4;4;4;0.2;0;0;0;0;0.2;0;1;1;2.02E-03
042-065;0.137;1.565;1.438;1.423;0.7;20;0;0.3;0.137;1.731;1.443;1.605;0.3;0;1;4;4;4;4;0.2;0;0;0;0;0.2;0;1;1;1.90E-04
042-066;0.198;1.677;1.614;1.525;0.7;20;0;0.3;0.173;1.941;1.618;1.791;0.3;0;1;4;4;4;4;0.2;0;0;0;0;0.2;0;1;1;7.60E-04
042-067;0.178;2.907;2.238;2.643;0.6;20;0;0.2;0.153;2.697;2.247;3.16;0.2;0;1;4;4;4;4;0.2;0;0;0;0;0.2;0;1;1;7.71E-04
042-068;0.122;1.61;1.491;1.464;0.6;20;0;0.2;0.117;1.797;1.497;1.677;0.2;0;1;4;4;4;4;0.3;0;0;0;0;0.3;0;1;1;2.24E-05
042-069;0.193;2.057;1.838;1.87;0.6;20;0;0.2;0.148;2.221;1.851;2.505;0.2;0;1;4;4;4;4;0.3;0;0;0;0;0.3;0;1;1;1.68E-04
042-070;0.09;2.057;1.881;1.87;0.7;10;0;0.3;0.109;2.27;1.892;1.974;0.3;0;1;4;4;4;4;0.2;0;0;0;0;0.2;0;1;1;2.12E-04
042-071;0.126;2.571;2.303;2.338;0.7;10;0;0.3;0.148;2.775;2.312;2.492;0.3;0;1;4;4;4;4;0.2;0;0;0;0;0.2;0;1;1;1.86E-03
042-072;0.191;2.907;2.547;2.643;0.7;10;0;0.3;0.207;3.07;2.558;2.903;0.3;0;1;4;4;4;4;0.2;0;0;0;0;0.2;0;1;1;4.54E-03
042-074;0.14;1.766;1.63;1.606;0.7;10;0;0.3;0.161;1.963;1.636;1.669;0.3;0;1;4;4;4;4;0.2;0;0;0;0;0.2;0;1;1;4.81E-04
042-075;0.2;2.057;1.887;1.87;0.7;10;0;0.3;0.198;2.281;1.901;1.981;0.3;0;1;4;4;4;4;0.2;0;0;0;0;0.2;0;1;1;2.03E-03
042-076;0.128;1.565;1.462;1.423;0.7;10;0;0.3;0.14;1.766;1.472;1.507;0.3;0;1;4;4;4;4;0.2;0;0;0;0;0.2;0;1;1;1.90E-04
042-077;0.188;1.677;1.594;1.525;0.7;10;0;0.3;0.191;1.921;1.601;1.66;0.3;0;1;4;4;4;4;0.2;0;0;0;0;0.2;0;1;1;9.28E-04
042-078;0.206;2.907;2.451;2.643;0.6;10;0;0.2;0.192;2.946;2.455;3.2;0.2;0;1;4;4;4;4;0.3;0;0;0;0;0.3;0;1;1;1.49E-03
042-079;0.123;1.61;1.487;1.464;0.6;10;0;0.2;0.12;1.795;1.495;1.562;0.2;0;1;4;4;4;4;0.3;0;0;0;0;0.3;0;1;1;2.24E-05
042-080;0.2;2.057;1.889;1.87;0.6;10;0;0.2;0.177;2.294;1.912;2.417;0.2;0;1;4;4;4;4;0.3;0;0;0;0;0.3;0;1;1;2.57E-04
042-081;0.177;1.833;1.527;1.666;0.7;50;0;0.3;0.149;1.919;1.599;1.745;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;1.53E-03
042-082;0.171;1.951;1.626;1.773;0.7;50;0;0.3;0.152;2.203;1.836;2.003;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;1.81E-03
042-083;0.173;2.192;1.827;1.993;0.7;50;0;0.3;0.154;2.38;1.983;2.163;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;2.30E-03
042-084;0.176;2.587;2.156;2.352;0.7;50;0;0.3;0.167;2.594;2.161;2.358;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;3.04E-03
042-085;0.139;1.76;1.467;1.6;0.7;50;0;0.3;0.129;1.855;1.546;1.686;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;8.27E-04
042-086;0.144;1.755;1.462;1.595;0.7;50;0;0.3;0.128;1.874;1.562;1.704;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;8.72E-04
042-087;0.14;1.833;1.527;1.666;0.7;50;0;0.3;0.131;2.06;1.717;1.873;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;8.61E-04
042-088;0.133;1.951;1.626;1.773;0.7;50;0;0.3;0.128;2.264;1.887;2.058;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;1.03E-03
042-089;0.129;2.053;1.711;1.866;0.7;50;0;0.3;0.126;2.42;2.017;2.2;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;1.24E-03
042-090;0.132;2.278;1.898;2.071;0.7;50;0;0.3;0.13;2.603;2.169;2.366;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;1.51E-03
042-091;0.134;2.557;2.131;2.325;0.7;50;0;0.3;0.13;2.728;2.273;2.48;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;1.57E-03
042-092;0.143;2.89;2.408;2.627;0.7;50;0;0.3;0.143;2.981;2.484;2.71;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;2.22E-03
042-094;0.093;2.045;1.704;1.859;0.7;50;0;0.3;0.102;2.671;2.226;2.428;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;3.13E-04
042-095;0.094;2.504;2.086;2.276;0.7;50;0;0.3;0.102;3.223;2.686;2.93;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;6.60E-04
042-096;0.092;3.075;2.563;2.795;0.7;50;0;0.3;0.096;3.558;2.965;3.235;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;7.71E-04
042-097;0.104;3.3;2.75;3;0.7;50;0;0.3;0.109;3.675;3.062;3.34;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;1.80E-03
042-098;0.223;2.074;1.728;1.886;0.7;50;0;0.3;0.178;2.105;1.754;1.914;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;3.40E-03
042-099;0.211;2.12;1.766;1.927;0.7;50;0;0.3;0.17;2.423;2.019;2.202;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;3.09E-03
042-100;0.186;2.023;1.686;1.839;0.7;50;0;0.3;0.158;2.293;1.911;2.085;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;2.15E-03
042-101;0.181;2.109;1.758;1.917;0.7;50;0;0.3;0.154;2.334;1.945;2.122;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;2.24E-03
042-103;0.2;2.109;1.758;1.917;0.7;50;0;0.3;0.17;2.43;2.025;2.209;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;2.58E-03
042-104;0.178;1.994;1.661;1.812;0.7;50;0;0.3;0.156;2.301;1.918;2.092;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;1.78E-03
042-105;0.14;1.806;1.505;1.642;0.7;50;0;0.3;0.131;2.316;1.93;2.106;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;9.62E-04
042-106;0.069;3.3;2.75;3;0.7;50;0;0.3;0.074;3.268;2.724;2.971;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;3.91E-04
042-107;0.194;2.002;1.668;1.82;0.7;50;0;0.3;0.158;2.263;1.886;2.057;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;2.61E-03
042-108;0.168;1.851;1.543;1.683;0.7;50;0;0.3;0.142;2.11;1.758;1.918;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;1.42E-03
042-109;0.131;1.666;1.389;1.515;0.7;50;0;0.3;0.122;2.419;2.015;2.199;0.3;0;1;2;2;2;2;0.2;0;0;0;0;0.2;0;1;1;5.14E-04
042-110;0.188;1.825;1.521;1.659;0.8;50;0;0.4;0.162;1.807;1.506;1.643;0.4;0;1;2;2;2;2;0.1;0;0;0;0;0.1;0;1;1;6.07E-03
042-111;0.165;1.986;1.655;1.805;0.8;50;0;0.4;0.16;2.119;1.766;1.926;0.4;0;1;2;2;2;2;0.1;0;0;0;0;0.1;0;1;1;5.76E-03
042-112;0.168;2.155;1.796;1.959;0.8;50;0;0.4;0.168;2.326;1.938;2.114;0.4;0;1;2;2;2;2;0.1;0;0;0;0;0.1;0;1;1;6.53E-03
042-113;0.167;2.361;1.968;2.147;0.8;50;0;0.4;0.166;2.466;2.055;2.241;0.4;0;1;2;2;2;2;0.1;0;0;0;0;0.1;0;1;1;6.62E-03
042-114;0.189;2.627;2.189;2.388;0.8;50;0;0.4;0.176;2.581;2.151;2.346;0.4;0;1;2;2;2;2;0.1;0;0;0;0;0.1;0;1;1;8.25E-03
042-115;0.15;1.744;1.453;1.586;0.8;50;0;0.4;0.118;1.748;1.457;1.589;0.4;0;1;2;2;2;2;0.1;0;0;0;0;0.1;0;1;1;3.48E-03
042-116;0.138;1.755;1.462;1.595;0.8;50;0;0.4;0.134;1.828;1.524;1.662;0.4;0;1;2;2;2;2;0.1;0;0;0;0;0.1;0;1;1;3.77E-03
042-117;0.132;1.849;1.541;1.681;0.8;50;0;0.4;0.135;2.004;1.67;1.822;0.4;0;1;2;2;2;2;0.1;0;0;0;0;0.1;0;1;1;3.32E-03
042-118;0.127;1.945;1.621;1.769;0.8;50;0;0.4;0.131;2.261;1.884;2.056;0.4;0;1;2;2;2;2;0.1;0;0;0;0;0.1;0;1;1;3.34E-03
042-119;0.124;2.109;1.758;1.917;0.8;50;0;0.4;0.131;2.499;2.082;2.271;0.4;0;1;2;2;2;2;0.1;0;0;0;0;0.1;0;1;1;3.14E-03
042-120;0.128;2.453;2.044;2.23;0.8;50;0;0.4;0.135;2.763;2.303;2.512;0.4;0;1;2;2;2;2;0.1;0;0;0;0;0.1;0;1;1;3.41E-03
042-121;0.13;2.898;2.415;2.634;0.8;50;0;0.4;0.133;2.927;2.439;2.66;0.4;0;1;2;2;2;2;0.1;0;0;0;0;0.1;0;1;1;3.52E-03
042-122;0.155;3.172;2.643;2.883;0.8;50;0;0.4;0.148;3.029;2.524;2.753;0.4;0;1;2;2;2;2;0.1;0;0;0;0;0.1;0;1;1;4.95E-03
042-123;0.118;1.69;1.409;1.537;0.8;50;0;0.4;0.095;1.708;1.423;1.552;0.4;0;1;2;2;2;2;0.1;0;0;0;0;0.1;0;1;1;1.92E-03
042-124;0.087;2.088;1.74;1.898;0.8;50;0;0.4;0.095;2.702;2.251;2.456;0.4;0;1;2;2;2;2;0.1;0;0;0;0;0.1;0;1;1;1.33E-03
042-125;0.091;2.667;2.223;2.425;0.8;50;0;0.4;0.096;3.507;2.923;3.189;0.4;0;1;2;2;2;2;0.1;0;0;0;0;0.1;0;1;1;1.44E-03
042-126;0.09;3.338;2.782;3.035;0.8;50;0;0.4;0.095;3.923;3.269;3.566;0.4;0;1;2;2;2;2;0.1;0;0;0;0;0.1;0;1;1;1.21E-03
042-127;0.116;3.826;3.189;3.479;0.8;50;0;0.4;0.11;4.011;3.343;3.647;0.4;0;1;2;2;2;2;0.1;0;0;0;0;0.1;0;1;1;3.25E-03
042-128;0.242;2.066;1.722;1.878;0.8;50;0;0.4;0.196;2.148;1.79;1.953;0.4;0;1;2;2;2;2;0.1;0;0;0;0;0.1;0;1;1;1.03E-02
042-129;0.177;1.975;1.646;1.795;0.8;50;0;0.4;0.168;2.265;1.887;2.059;0.4;0;1;2;2;2;2;0.1;0;0;0;0;0.1;0;1;1;6.74E-03
042-130;0.181;2.147;1.789;1.951;0.8;50;0;0.4;0.164;2.274;1.895;2.067;0.4;0;1;2;2;2;2;0.1;0;0;0;0;0.1;0;1;1;7.56E-03
042-132;0.168;1.945;1.621;1.769;0.8;50;0;0.4;0.163;2.143;1.786;1.949;0.4;0;1;2;2;2;2;0.1;0;0;0;0;0.1;0;1;1;5.87E-03
042-133;0.133;1.792;1.494;1.629;0.8;50;0;0.4;0.132;2.2;1.833;2;0.4;0;1;2;2;2;2;0.1;0;0;0;0;0.1;0;4;1;5.02E-03
042-134;0.073;3.44;2.867;3.127;0.8;50;0;0.4;0.082;3.389;2.824;3.081;0.4;0;1;2;2;2;2;0.1;0;0;0;0;0.1;0;1;1;9.84E-04
