Name;Hm0 deep;Tp deep;Tm deep;Tm-1,0 deep;h deep;m;b;h;Hm0 toe;Tp toe;Tm toe;Tm-1,0 toe;ht;Bt;gf;cotad;cotau;cotaexcl;cotaincl;Rc;B;hb;tanaB;Bh;Ac;Gc;RF;CF;q
;m;s;s;s;m;;°;m;m;s;s;s;m;m;;;;;;m;m;m;;m;m;m;;;m3/s/m
035-177;0.158;1.44;1.2;1.309;1.4;52;0;0.4;0.158;1.44;1.2;1.309;0.4;0;0.4;2;2;2;2;0.24;0;0;0;0;0.24;0.15;2;1;2.52E-07
035-178;0.15;1.68;1.4;1.527;1.4;52;0;0.4;0.15;1.68;1.4;1.527;0.4;0;0.4;2;2;2;2;0.24;0;0;0;0;0.24;0.15;2;1;2.88E-07
035-179;0.128;1.92;1.6;1.745;1.4;52;0;0.4;0.128;1.92;1.6;1.745;0.4;0;0.4;2;2;2;2;0.24;0;0;0;0;0.24;0.15;2;1;1.45E-07
035-180;0.163;1.92;1.6;1.745;1.4;52;0;0.4;0.163;1.92;1.6;1.745;0.4;0;0.4;2;2;2;2;0.24;0;0;0;0;0.24;0.15;2;1;1.76E-07
035-181;0.193;1.92;1.6;1.745;1.4;52;0;0.4;0.193;1.92;1.6;1.745;0.4;0;0.4;2;2;2;2;0.24;0;0;0;0;0.24;0.15;2;1;6.57E-05
035-182;0.163;2.16;1.8;1.964;1.4;52;0;0.4;0.163;2.16;1.8;1.964;0.4;0;0.4;2;2;2;2;0.24;0;0;0;0;0.24;0.15;2;1;3.29E-05
035-183;0.182;2.16;1.8;1.964;1.4;52;0;0.4;0.182;2.16;1.8;1.964;0.4;0;0.4;2;2;2;2;0.24;0;0;0;0;0.24;0.15;2;1;6.78E-05
035-184;0.157;2.4;2;2.182;1.4;52;0;0.4;0.157;2.4;2;2.182;0.4;0;0.4;2;2;2;2;0.24;0;0;0;0;0.24;0.15;2;1;9.01E-05
035-185;0.093;1.44;1.2;1.309;1.5;52;0;0.5;0.093;1.44;1.2;1.309;0.5;0;0.4;2;0;1.39;2.47;0.14;0.3;-0.055;0;0.3;0.14;0;2;1;3.02E-07
035-186;0.163;1.44;1.2;1.309;1.5;52;0;0.5;0.163;1.44;1.2;1.309;0.5;0;0.4;2;0;1.56;2.34;0.14;0.3;-0.055;0;0.3;0.14;0;2;1;2.97E-05
035-187;0.122;1.68;1.4;1.527;1.5;52;0;0.5;0.122;1.68;1.4;1.527;0.5;0;0.4;2;0;1.47;2.4;0.14;0.3;-0.055;0;0.3;0.14;0;2;1;1.14E-06
035-188;0.157;1.68;1.4;1.527;1.5;52;0;0.5;0.157;1.68;1.4;1.527;0.5;0;0.4;2;0;1.55;2.35;0.14;0.3;-0.055;0;0.3;0.14;0;2;1;3.38E-05
035-189;0.091;1.92;1.6;1.745;1.5;52;0;0.5;0.091;1.92;1.6;1.745;0.5;0;0.4;2;0;1.4;2.5;0.14;0.3;-0.055;0;0.3;0.14;0;2;1;1.26E-07
035-190;0.123;1.92;1.6;1.745;1.5;52;0;0.5;0.123;1.92;1.6;1.745;0.5;0;0.4;2;0;1.48;2.4;0.14;0.3;-0.055;0;0.3;0.14;0;2;1;1.45E-06
035-191;0.161;1.92;1.6;1.745;1.5;52;0;0.5;0.161;1.92;1.6;1.745;0.5;0;0.4;2;0;1.55;2.34;0.14;0.3;-0.055;0;0.3;0.14;0;2;1;4.47E-05
035-192;0.203;1.92;1.6;1.745;1.5;52;0;0.5;0.203;1.92;1.6;1.745;0.5;0;0.4;2;0;1.62;2.29;0.14;0.3;-0.055;0;0.3;0.14;0;2;1;4.83E-04
035-193;0.162;2.16;1.8;1.964;1.5;52;0;0.5;0.162;2.16;1.8;1.964;0.5;0;0.4;2;0;1.56;2.34;0.14;0.3;-0.055;0;0.3;0.14;0;2;1;8.51E-05
035-194;0.2;2.16;1.8;1.964;1.5;52;0;0.5;0.2;2.16;1.8;1.964;0.5;0;0.4;2;0;1.61;2.3;0.14;0.3;-0.055;0;0.3;0.14;0;2;1;2.88E-04
035-195;0.16;2.4;2;2.182;1.5;52;0;0.5;0.16;2.4;2;2.182;0.5;0;0.4;2;0;1.55;2.34;0.14;0.3;-0.055;0;0.3;0.14;0;2;1;5.80E-04
035-196;0.158;1.44;1.2;1.309;1.4;52;0;0.4;0.158;1.44;1.2;1.309;0.4;0;0.4;2;0;1.65;2.29;0.24;0.3;-0.155;0;0.3;0.24;0;2;1;6.72E-08
035-197;0.15;1.68;1.4;1.527;1.4;52;0;0.4;0.15;1.68;1.4;1.527;0.4;0;0.4;2;0;1.69;2.36;0.24;0.3;-0.155;0;0.3;0.24;0;2;1;7.92E-07
035-198;0.128;1.92;1.6;1.745;1.4;52;0;0.4;0.128;1.92;1.6;1.745;0.4;0;0.4;2;0;1.81;2.59;0.24;0.3;-0.155;0;0.3;0.24;0;2;1;1.95E-07
035-199;0.163;1.92;1.6;1.745;1.4;52;0;0.4;0.163;1.92;1.6;1.745;0.4;0;0.4;2;0;1.65;2.27;0.24;0.3;-0.155;0;0.3;0.24;0;2;1;1.32E-06
035-200;0.193;1.92;1.6;1.745;1.4;52;0;0.4;0.193;1.92;1.6;1.745;0.4;0;0.4;2;0;1.68;2.25;0.24;0.3;-0.155;0;0.3;0.24;0;2;1;3.25E-05
035-201;0.163;2.16;1.8;1.964;1.4;52;0;0.4;0.163;2.16;1.8;1.964;0.4;0;0.4;2;0;1.65;2.27;0.24;0.3;-0.155;0;0.3;0.24;0;2;1;1.54E-05
035-202;0.182;2.16;1.8;1.964;1.4;52;0;0.4;0.182;2.16;1.8;1.964;0.4;0;0.4;2;0;1.67;2.25;0.24;0.3;-0.155;0;0.3;0.24;0;2;1;4.88E-05
035-203;0.157;2.4;2;2.182;1.4;52;0;0.4;0.157;2.4;2;2.182;0.4;0;0.4;2;0;1.66;2.3;0.24;0.3;-0.155;0;0.3;0.24;0;2;1;2.68E-05
035-204;0.093;1.44;1.2;1.309;1.5;52;0;0.5;0.093;1.44;1.2;1.309;0.5;0;0.4;2;2;2;2;0.14;0;0;0;0;0.14;0.15;2;1;6.72E-07
035-205;0.163;1.44;1.2;1.309;1.5;52;0;0.5;0.163;1.44;1.2;1.309;0.5;0;0.4;2;2;2;2;0.14;0;0;0;0;0.14;0.15;2;1;5.25E-05
035-206;0.122;1.68;1.4;1.527;1.5;52;0;0.5;0.122;1.68;1.4;1.527;0.5;0;0.4;2;2;2;2;0.14;0;0;0;0;0.14;0.15;2;1;1.01E-06
035-207;0.157;1.68;1.4;1.527;1.5;52;0;0.5;0.157;1.68;1.4;1.527;0.5;0;0.4;2;2;2;2;0.14;0;0;0;0;0.14;0.15;2;1;3.88E-05
035-208;0.123;1.92;1.6;1.745;1.5;52;0;0.5;0.123;1.92;1.6;1.745;0.5;0;0.4;2;2;2;2;0.14;0;0;0;0;0.14;0.15;2;1;1.47E-06
035-209;0.161;1.92;1.6;1.745;1.5;52;0;0.5;0.161;1.92;1.6;1.745;0.5;0;0.4;2;2;2;2;0.14;0;0;0;0;0.14;0.15;2;1;6.74E-05
035-210;0.203;1.92;1.6;1.745;1.5;52;0;0.5;0.203;1.92;1.6;1.745;0.5;0;0.4;2;2;2;2;0.14;0;0;0;0;0.14;0.15;2;1;6.45E-04
035-211;0.162;2.16;1.8;1.964;1.5;52;0;0.5;0.162;2.16;1.8;1.964;0.5;0;0.4;2;2;2;2;0.14;0;0;0;0;0.14;0.15;2;1;8.37E-05
035-212;0.2;2.16;1.8;1.964;1.5;52;0;0.5;0.2;2.16;1.8;1.964;0.5;0;0.4;2;2;2;2;0.14;0;0;0;0;0.14;0.15;2;1;8.48E-04
035-213;0.16;2.4;2;2.182;1.5;52;0;0.5;0.16;2.4;2;2.182;0.5;0;0.4;2;2;2;2;0.14;0;0;0;0;0.14;0.15;2;1;2.07E-04
035-214;0.158;1.44;1.2;1.309;1.4;52;0;0.4;0.158;1.44;1.2;1.309;0.4;0;0.4;2;2;2;2;0.24;0;0;0;0;0.24;0.15;2;1;7.33E-07
035-215;0.15;1.68;1.4;1.527;1.4;52;0;0.4;0.15;1.68;1.4;1.527;0.4;0;0.4;2;2;2;2;0.24;0;0;0;0;0.24;0.15;2;1;2.43E-07
035-216;0.163;1.92;1.6;1.745;1.4;52;0;0.4;0.163;1.92;1.6;1.745;0.4;0;0.4;2;2;2;2;0.24;0;0;0;0;0.24;0.15;2;1;1.07E-07
035-217;0.193;1.92;1.6;1.745;1.4;52;0;0.4;0.193;1.92;1.6;1.745;0.4;0;0.4;2;2;2;2;0.24;0;0;0;0;0.24;0.15;2;1;3.67E-05
035-218;0.163;2.16;1.8;1.964;1.4;52;0;0.4;0.163;2.16;1.8;1.964;0.4;0;0.4;2;2;2;2;0.24;0;0;0;0;0.24;0.15;2;1;3.23E-06
035-219;0.182;2.16;1.8;1.964;1.4;52;0;0.4;0.182;2.16;1.8;1.964;0.4;0;0.4;2;2;2;2;0.24;0;0;0;0;0.24;0.15;2;1;2.77E-05
035-220;0.157;2.4;2;2.182;1.4;52;0;0.4;0.157;2.4;2;2.182;0.4;0;0.4;2;2;2;2;0.24;0;0;0;0;0.24;0.15;2;1;8.17E-06
035-221;0.093;1.44;1.2;1.309;1.5;52;0;0.5;0.093;1.44;1.2;1.309;0.5;0;0.35;2;0;1.39;1.93;0.14;0.15;-0.055;0;0.15;0.14;0;2;2;2.18E-07
035-222;0.163;1.44;1.2;1.309;1.5;52;0;0.5;0.163;1.44;1.2;1.309;0.5;0;0.35;2;0;1.56;1.95;0.14;0.15;-0.055;0;0.15;0.14;0;2;2;7.27E-05
035-223;0.122;1.68;1.4;1.527;1.5;52;0;0.5;0.122;1.68;1.4;1.527;0.5;0;0.35;2;0;1.47;1.94;0.14;0.15;-0.055;0;0.15;0.14;0;2;2;7.92E-05
035-224;0.157;1.68;1.4;1.527;1.5;52;0;0.5;0.157;1.68;1.4;1.527;0.5;0;0.35;2;0;1.55;1.95;0.14;0.15;-0.055;0;0.15;0.14;0;2;2;5.30E-05
035-225;0.091;1.92;1.6;1.745;1.5;52;0;0.5;0.091;1.92;1.6;1.745;0.5;0;0.35;2;0;1.4;1.95;0.14;0.15;-0.055;0;0.15;0.14;0;2;2;1.42E-07
035-226;0.123;1.92;1.6;1.745;1.5;52;0;0.5;0.123;1.92;1.6;1.745;0.5;0;0.35;2;0;1.48;1.94;0.14;0.15;-0.055;0;0.15;0.14;0;2;2;2.63E-06
035-227;0.161;1.92;1.6;1.745;1.5;52;0;0.5;0.161;1.92;1.6;1.745;0.5;0;0.35;2;0;1.55;1.95;0.14;0.15;-0.055;0;0.15;0.14;0;2;2;5.31E-05
035-228;0.203;1.92;1.6;1.745;1.5;52;0;0.5;0.203;1.92;1.6;1.745;0.5;0;0.35;2;0;1.62;1.96;0.14;0.15;-0.055;0;0.15;0.14;0;2;2;5.66E-04
035-229;0.162;2.16;1.8;1.964;1.5;52;0;0.5;0.162;2.16;1.8;1.964;0.5;0;0.35;2;0;1.56;1.95;0.14;0.15;-0.055;0;0.15;0.14;0;2;2;1.56E-04
035-230;0.2;2.16;1.8;1.964;1.5;52;0;0.5;0.2;2.16;1.8;1.964;0.5;0;0.35;2;0;1.61;1.95;0.14;0.15;-0.055;0;0.15;0.14;0;2;2;7.71E-04
035-231;0.16;2.4;2;2.182;1.5;52;0;0.5;0.16;2.4;2;2.182;0.5;0;0.35;2;0;1.55;1.95;0.14;0.15;-0.055;0;0.15;0.14;0;2;2;2.87E-04
035-232;0.158;1.44;1.2;1.309;1.4;52;0;0.4;0.158;1.44;1.2;1.309;0.4;0;0.35;2;0;1.65;1.97;0.24;0.15;-0.155;0;0.15;0.24;0;2;2;1.48E-07
035-233;0.15;1.68;1.4;1.527;1.4;52;0;0.4;0.15;1.68;1.4;1.527;0.4;0;0.35;2;0;1.69;2.02;0.24;0.15;-0.155;0;0.15;0.24;0;2;2;4.82E-07
035-234;0.128;1.92;1.6;1.745;1.4;52;0;0.4;0.128;1.92;1.6;1.745;0.4;0;0.35;2;0;1.81;2.2;0.24;0.15;-0.155;0;0.15;0.24;0;2;2;1.11E-07
035-235;0.163;1.92;1.6;1.745;1.4;52;0;0.4;0.163;1.92;1.6;1.745;0.4;0;0.35;2;0;1.65;1.96;0.24;0.15;-0.155;0;0.15;0.24;0;2;2;1.44E-06
035-236;0.193;1.92;1.6;1.745;1.4;52;0;0.4;0.193;1.92;1.6;1.745;0.4;0;0.35;2;0;1.68;1.96;0.24;0.15;-0.155;0;0.15;0.24;0;2;2;3.53E-05
035-237;0.163;2.16;1.8;1.964;1.4;52;0;0.4;0.163;2.16;1.8;1.964;0.4;0;0.35;2;0;1.65;1.96;0.24;0.15;-0.155;0;0.15;0.24;0;2;2;4.83E-06
035-238;0.182;2.16;1.8;1.964;1.4;52;0;0.4;0.182;2.16;1.8;1.964;0.4;0;0.35;2;0;1.67;1.96;0.24;0.15;-0.155;0;0.15;0.24;0;2;2;6.84E-05
035-239;0.157;2.4;2;2.182;1.4;52;0;0.4;0.157;2.4;2;2.182;0.4;0;0.35;2;0;1.66;1.98;0.24;0.15;-0.155;0;0.15;0.24;0;2;2;2.43E-05
036-001;0.114;1.56;1.3;1.418;0.301;82;0;0.075;0.051;1.601;1.334;1.456;0.075;0;1;5.45;0;2.44;6.85;0.094;0.8;0.007;0.06;0.669;0.094;0;3;3;2.72E-06
036-002;0.094;1.392;1.16;1.265;0.311;82;0;0.085;0.055;1.422;1.185;1.293;0.085;0;1;3.85;0;1.62;5.52;0.084;0.72;0.013;0.06;0.643;0.084;0;3;3;8.00E-07
036-004;0.152;1.656;1.38;1.505;0.301;82;0;0.071;0.05;1.693;1.411;1.539;0.071;0;1;7.07;0;4.22;6.73;0.094;0.4;-0.016;0.03;0.365;0.094;0;4;3;6.08E-06
036-005;0.114;1.56;1.3;1.418;0.323;82;0;0.093;0.061;1.601;1.334;1.456;0.093;0;1;4.12;0;2.12;5.34;0.072;0.6;0.007;0.06;0.526;0.072;0;3;3;5.82E-05
036-006;0.062;1.2;1;1.091;0.341;82;0;0.111;0.06;1.228;1.024;1.117;0.111;0;1;5.22;0;3.07;4.79;0.054;0.32;0.005;0.09;0.247;0.054;0;2;3;8.80E-07
036-007;0.188;1.776;1.48;1.615;0.303;82;0;0.073;0.052;1.841;1.534;1.673;0.073;0;1;5;0;2.46;6.64;0.092;0.72;-0.001;0.05;0.63;0.092;0;4;3;3.66E-05
036-008;0.16;1.68;1.4;1.527;0.323;82;0;0.093;0.062;1.737;1.448;1.579;0.093;0;1;5.33;0;2.71;5.08;0.072;0.52;0.009;0.09;0.392;0.072;0;4;3;9.67E-05
036-009;0.094;1.392;1.16;1.265;0.343;82;0;0.113;0.068;1.422;1.185;1.293;0.113;0;1;5.24;0;2.82;5.07;0.052;0.4;0.019;0.05;0.348;0.052;0;2;3;5.86E-05
037-002;0.066;1.701;1.418;1.546;0.133;1000;0;0.133;0.066;1.701;1.418;1.546;0.071;0.03;0.43;1.5;1.5;1.5;1.5;0.129;0;0;0;0;0.112;0.117;2;1;1.30E-07
037-003;0.063;2.012;1.676;1.829;0.133;1000;0;0.133;0.063;2.012;1.676;1.829;0.071;0.03;0.43;1.5;1.5;1.5;1.5;0.129;0;0;0;0;0.112;0.117;2;1;7.45E-07
037-004;0.081;1.864;1.553;1.694;0.144;1000;0;0.144;0.081;1.864;1.553;1.694;0.082;0.03;0.43;1.5;1.5;1.5;1.5;0.118;0;0;0;0;0.101;0.117;2;1;1.30E-05
037-007;0.068;1.982;1.652;1.802;0.144;1000;0;0.144;0.068;1.982;1.652;1.802;0.082;0.03;0.43;1.5;1.5;1.5;1.5;0.118;0;0;0;0;0.101;0.117;2;1;6.15E-06
037-008;0.079;2.248;1.874;2.044;0.144;1000;0;0.144;0.079;2.248;1.874;2.044;0.082;0.03;0.43;1.5;1.5;1.5;1.5;0.118;0;0;0;0;0.101;0.117;2;1;5.60E-05
037-009;0.079;2.248;1.874;2.044;0.144;1000;0;0.144;0.079;2.248;1.874;2.044;0.082;0.03;0.43;1.5;1.5;1.5;1.5;0.118;0;0;0;0;0.101;0.117;2;1;6.96E-05
037-010;0.079;2.248;1.874;2.044;0.144;1000;0;0.144;0.079;2.248;1.874;2.044;0.082;0.03;0.43;1.5;1.5;1.5;1.5;0.118;0;0;0;0;0.101;0.117;2;1;4.40E-05
037-011;0.081;2.189;1.824;1.99;0.12;1000;0;0.12;0.081;2.189;1.824;1.99;0.058;0.03;0.43;1.5;1.5;1.5;1.5;0.142;0;0;0;0;0.125;0.117;2;1;7.77E-06
037-012;0.09;2.234;1.861;2.031;0.144;1000;0;0.144;0.09;2.234;1.861;2.031;0.082;0.03;0.43;1.5;1.5;1.5;1.5;0.118;0;0;0;0;0.101;0.117;2;1;1.12E-04
037-014;0.062;1.824;1.52;1.658;0.126;1000;0;0.126;0.062;1.824;1.52;1.658;0.095;0.031;0.46;1.5;1.5;1.5;1.5;0.122;0;0;0;0;0.107;0.078;2;1;1.45E-06
037-015;0.062;2.025;1.687;1.841;0.126;1000;0;0.126;0.062;2.025;1.687;1.841;0.095;0.031;0.46;1.5;1.5;1.5;1.5;0.122;0;0;0;0;0.107;0.078;2;1;4.74E-06
037-016;0.074;1.781;1.484;1.619;0.136;1000;0;0.136;0.074;1.781;1.484;1.619;0.105;0.031;0.46;1.5;1.5;1.5;1.5;0.111;0;0;0;0;0.097;0.078;2;1;3.70E-05
037-018;0.047;1.766;1.472;1.606;0.136;1000;0;0.136;0.047;1.766;1.472;1.606;0.105;0.031;0.46;1.5;1.5;1.5;1.5;0.111;0;0;0;0;0.097;0.078;2;1;8.88E-08
037-019;0.064;2.039;1.699;1.854;0.136;1000;0;0.136;0.064;2.039;1.699;1.854;0.105;0.031;0.46;1.5;1.5;1.5;1.5;0.111;0;0;0;0;0.097;0.078;2;1;1.63E-05
037-020;0.076;2.326;1.938;2.115;0.136;1000;0;0.136;0.076;2.326;1.938;2.115;0.105;0.031;0.46;1.5;1.5;1.5;1.5;0.111;0;0;0;0;0.097;0.078;2;1;1.16E-04
037-021;0.076;2.326;1.938;2.115;0.136;1000;0;0.136;0.076;2.326;1.938;2.115;0.105;0.031;0.46;1.5;1.5;1.5;1.5;0.111;0;0;0;0;0.097;0.078;2;1;1.01E-04
037-022;0.076;2.326;1.938;2.115;0.136;1000;0;0.136;0.076;2.326;1.938;2.115;0.105;0.031;0.46;1.5;1.5;1.5;1.5;0.111;0;0;0;0;0.097;0.078;2;1;8.88E-05
037-023;0.074;2.197;1.831;1.997;0.113;1000;0;0.113;0.074;2.197;1.831;1.997;0.082;0.031;0.46;1.5;1.5;1.5;1.5;0.134;0;0;0;0;0.12;0.078;2;1;1.98E-05
037-024;0.085;2.297;1.915;2.089;0.136;1000;0;0.136;0.085;2.297;1.915;2.089;0.105;0.031;0.46;1.5;1.5;1.5;1.5;0.111;0;0;0;0;0.097;0.078;2;1;1.18E-04
037-026;0.062;1.824;1.52;1.658;0.126;1000;0;0.126;0.062;1.824;1.52;1.658;0.095;0.031;0.46;1.5;1.5;1.5;2.17;0.122;0.124;-0.008;0;0.124;0.107;0.078;2;1;2.22E-06
037-027;0.062;2.025;1.687;1.841;0.126;1000;0;0.126;0.062;2.025;1.687;1.841;0.095;0.031;0.46;1.5;1.5;1.5;2.17;0.122;0.124;-0.008;0;0.124;0.107;0.078;2;1;7.99E-06
037-028;0.074;1.781;1.484;1.619;0.136;1000;0;0.136;0.074;1.781;1.484;1.619;0.105;0.031;0.46;1.5;1.5;1.5;2.11;0.111;0.124;0.002;0;0.124;0.097;0.078;2;1;3.35E-05
037-030;0.062;1.824;1.52;1.658;0.126;1000;0;0.126;0.062;1.824;1.52;1.658;0.095;0.028;0.46;1.5;1.5;1.5;1.5;0.122;0;0;0;0;0.128;0.103;2;1;1.18E-06
037-031;0.062;2.025;1.687;1.841;0.126;1000;0;0.126;0.062;2.025;1.687;1.841;0.095;0.028;0.46;1.5;1.5;1.5;1.5;0.122;0;0;0;0;0.128;0.103;2;1;4.44E-06
037-032;0.074;1.781;1.484;1.619;0.136;1000;0;0.136;0.074;1.781;1.484;1.619;0.105;0.028;0.46;1.5;1.5;1.5;1.5;0.111;0;0;0;0;0.118;0.103;2;1;1.95E-05
040-001;;;;;1.4;100;0;0.2;0.113;1.807;1.506;1.643;0.08;0;0.5;1.5;1.5;1.5;1.5;0.15;0;0;0;0;0.133;0.333;3;2;2.81E-05
040-002;;;;;1.4;100;0;0.2;0.121;1.291;1.076;1.174;0.08;0;0.5;1.5;1.5;1.5;1.5;0.15;0;0;0;0;0.133;0.333;3;2;4.82E-06
040-003;;;;;1.4;100;0;0.2;0.102;2.324;1.936;2.113;0.08;0;0.5;1.5;1.5;1.5;1.5;0.15;0;0;0;0;0.133;0.333;3;2;5.30E-05
040-004;;;;;1.4;100;0;0.2;0.12;1.807;1.506;1.643;0.08;0;0.5;1.5;1.5;1.5;1.5;0.15;0;0;0;0;0.133;0.333;3;2;1.84E-05
040-005;;;;;1.4;100;0;0.2;0.113;1.807;1.506;1.643;0.08;0;0.5;1.5;1.5;1.5;1.5;0.137;0;0;0;0;0.173;0.333;3;2;6.89E-07
040-006;;;;;1.4;100;0;0.2;0.121;1.291;1.076;1.174;0.08;0;0.5;1.5;1.5;1.5;1.5;0.137;0;0;0;0;0.173;0.333;3;2;1.72E-07
040-007;;;;;1.4;100;0;0.2;0.102;2.324;1.936;2.113;0.08;0;0.5;1.5;1.5;1.5;1.5;0.137;0;0;0;0;0.173;0.333;3;2;5.16E-06
040-008;;;;;1.4;100;0;0.2;0.12;1.807;1.506;1.643;0.08;0;0.5;1.5;1.5;1.5;1.5;0.137;0;0;0;0;0.173;0.333;3;2;3.44E-07
040-010;0.177;1.807;1.506;1.643;1.533;100;0;0.333;0.177;1.807;1.506;1.643;0.213;0;0.5;1.5;1.5;1.5;1.5;0.003;0;0;0;0;0.04;0.333;4;2;5.60E-03
040-011;0.134;1.807;1.506;1.643;1.533;100;0;0.333;0.134;1.807;1.506;1.643;0.193;0;0.5;1.5;1.5;1.5;1.5;0.08;0;0;0;0;0.09;0.067;3;2;9.05E-04
040-012;0.134;1.807;1.506;1.643;1.533;100;0;0.333;0.134;1.807;1.506;1.643;0.193;0;0.5;1.5;1.5;1.5;1.5;0.067;0;0;0;0;0.121;0.08;3;2;5.90E-04
040-013;0.167;1.291;1.076;1.174;1.533;100;0;0.333;0.167;1.291;1.076;1.174;0.193;0;0.5;1.5;1.5;1.5;1.5;0.067;0;0;0;0;0.121;0.08;3;2;1.04E-03
040-014;0.129;2.324;1.936;2.113;1.533;100;0;0.333;0.129;2.324;1.936;2.113;0.193;0;0.5;1.5;1.5;1.5;1.5;0.067;0;0;0;0;0.121;0.08;3;2;9.87E-04
040-015;;;;;1.533;29;0;0.2;0.134;1.807;1.506;1.643;0.2;0;0.5;1.5;1.5;1.5;1.5;0.067;0;0;0;0;0.121;0.08;3;2;5.92E-04
040-016;;;;;1.533;15;0;0.2;0.167;1.291;1.076;1.174;0.2;0;0.5;1.5;1.5;1.5;1.5;0.067;0;0;0;0;0.121;0.08;3;2;9.29E-04
040-017;;;;;1.533;39;0;0.2;0.129;2.324;1.936;2.113;0.2;0;0.5;1.5;1.5;1.5;1.5;0.067;0;0;0;0;0.121;0.08;3;2;1.14E-03
040-018;;;;;1.533;29;0;0.2;0.176;1.807;1.506;1.643;0.2;0;0.5;1.5;1.5;1.5;1.5;0.067;0;0;0;0;0.121;0.08;3;2;1.33E-03
040-019;;;;;1.533;29;0;0.2;0.134;1.807;1.506;1.643;0.2;0;0.5;1.5;1.5;1.5;1.5;0.137;0;0;0;0;0.167;0.08;3;2;6.95E-05
040-020;;;;;1.533;15;0;0.2;0.167;1.291;1.076;1.174;0.2;0;0.5;1.5;1.5;1.5;1.5;0.137;0;0;0;0;0.167;0.08;3;2;9.90E-05
040-021;;;;;1.533;39;0;0.2;0.129;2.324;1.936;2.113;0.2;0;0.5;1.5;1.5;1.5;1.5;0.137;0;0;0;0;0.167;0.08;3;2;2.04E-04
040-022;;;;;1.533;29;0;0.2;0.176;1.807;1.506;1.643;0.2;0;0.5;1.5;1.5;1.5;1.5;0.137;0;0;0;0;0.167;0.08;3;2;1.95E-04
040-023;;;;;1.533;29;0;0.2;0.134;1.807;1.506;1.643;0.2;0;0.5;1.5;1.5;1.5;1.5;0.203;0;0;0;0;0.167;0.067;3;2;1.67E-05
040-024;;;;;1.533;15;0;0.2;0.167;1.291;1.076;1.174;0.2;0;0.5;1.5;1.5;1.5;1.5;0.203;0;0;0;0;0.167;0.067;3;2;2.51E-05
040-025;;;;;1.533;39;0;0.2;0.129;2.324;1.936;2.113;0.2;0;0.5;1.5;1.5;1.5;1.5;0.203;0;0;0;0;0.167;0.067;3;2;8.02E-05
040-026;;;;;1.533;29;0;0.2;0.176;1.807;1.506;1.643;0.2;0;0.5;1.5;1.5;1.5;1.5;0.203;0;0;0;0;0.167;0.067;3;2;5.32E-05
040-027;;;;;1.533;29;0;0.2;0.177;1.807;1.506;1.643;0.2;0;0.5;1.5;1.5;1.5;1.5;0.203;0;0;0;0;0.167;0.067;3;2;1.85E-04
040-028;;;;;1.533;39;0;0.2;0.172;2.324;1.936;2.113;0.2;0;0.5;1.5;1.5;1.5;1.5;0.203;0;0;0;0;0.167;0.067;3;2;4.13E-04
040-029;;;;;1.533;29;0;0.2;0.134;1.807;1.506;1.643;0.2;0;0.5;1.5;1.5;1.5;1.5;0.209;0;0;0;0;0.167;0.413;3;2;3.44E-07
040-030;;;;;1.533;15;0;0.2;0.167;1.291;1.076;1.174;0.2;0;0.5;1.5;1.5;1.5;1.5;0.209;0;0;0;0;0.167;0.413;3;2;8.61E-07
040-031;;;;;1.533;39;0;0.2;0.129;2.324;1.936;2.113;0.2;0;0.5;1.5;1.5;1.5;1.5;0.209;0;0;0;0;0.167;0.413;3;2;8.09E-06
040-032;;;;;1.533;29;0;0.2;0.176;1.807;1.506;1.643;0.2;0;0.5;1.5;1.5;1.5;1.5;0.209;0;0;0;0;0.167;0.413;3;2;2.07E-06
040-033;;;;;1.533;29;0;0.2;0.177;1.807;1.506;1.643;0.2;0;0.5;1.5;1.5;1.5;1.5;0.209;0;0;0;0;0.167;0.413;3;2;3.20E-05
040-034;;;;;1.533;39;0;0.2;0.172;2.324;1.936;2.113;0.2;0;0.5;1.5;1.5;1.5;1.5;0.209;0;0;0;0;0.167;0.413;3;2;1.18E-04
040-035;;;;;1.533;29;0;0.2;0.134;1.807;1.506;1.643;0.2;0;0.5;1.5;1.5;1.5;1.5;0.204;0;0;0;0;0.217;0.073;3;2;6.54E-06
040-036;;;;;1.533;15;0;0.2;0.167;1.291;1.076;1.174;0.2;0;0.5;1.5;1.5;1.5;1.5;0.204;0;0;0;0;0.217;0.073;3;2;2.00E-05
040-037;;;;;1.533;39;0;0.2;0.129;2.324;1.936;2.113;0.2;0;0.5;1.5;1.5;1.5;1.5;0.204;0;0;0;0;0.217;0.073;3;2;3.39E-05
040-038;;;;;1.533;29;0;0.2;0.176;1.807;1.506;1.643;0.2;0;0.5;1.5;1.5;1.5;1.5;0.204;0;0;0;0;0.217;0.073;3;2;3.20E-05
040-039;;;;;1.533;29;0;0.2;0.177;1.807;1.506;1.643;0.2;0;0.5;1.5;1.5;1.5;1.5;0.204;0;0;0;0;0.217;0.073;3;2;1.16E-04
040-040;;;;;1.533;39;0;0.2;0.172;2.324;1.936;2.113;0.2;0;0.5;1.5;1.5;1.5;1.5;0.204;0;0;0;0;0.217;0.073;3;2;2.86E-04
040-041;;;;;1.533;29;0;0.2;0.177;1.807;1.506;1.643;0.2;0;0.5;1.5;1.5;1.5;1.5;0.204;0;0;0;0;0.217;0.073;3;2;1.04E-04
